Incident Number,Incident Number, Victim Age, Victim Gender, Victim Race, Suspect Age
38.0,Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|List_of_Internet_exchange_points_by_size.csv|,,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
36.0,Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|List_of_tallest_buildings_in_New_Orleans.csv|,,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
16.0,"Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|Candidates_in_the_Philippine_Senate_election,_2013.csv|List_of_offenders_executed_in_the_United_States_in_2013.csv|List_of_tallest_buildings_in_New_Orleans.csv|",,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
36.0,Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|List_of_tallest_buildings_in_New_Orleans.csv|,,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
33.0,"Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|Candidates_in_the_Philippine_Senate_election,_2013.csv|List_of_Internet_exchange_points_by_size.csv|List_of_tallest_buildings_in_New_Orleans.csv|",,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
45.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|List_of_Internet_exchange_points_by_size.csv|,,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
9.0,"Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|Candidates_in_the_Philippine_Senate_election,_2013.csv|List_of_offenders_executed_in_the_United_States_in_2013.csv|List_of_Internet_exchange_points_by_size.csv|List_of_tallest_buildings_in_New_Orleans.csv|",,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
19.0,"Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|Candidates_in_the_Philippine_Senate_election,_2013.csv|List_of_offenders_executed_in_the_United_States_in_2013.csv|",,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
23.0,"Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|Candidates_in_the_Philippine_Senate_election,_2013.csv|List_of_offenders_executed_in_the_United_States_in_2013.csv|List_of_tallest_buildings_in_New_Orleans.csv|",,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
43.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|List_of_Internet_exchange_points_by_size.csv|,,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
42.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
16.0,"Újpest_FC_seasons.csv|2008_FEI_World_Cup_Jumping_Final.csv|Chinese_university_ranking_(Wu_Shulian).csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_blocks_in_a_game_1.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Archery_at_the_1972_Summer_Olympics_–_Women's_individual_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|Candidates_in_the_Philippine_Senate_election,_2013.csv|List_of_offenders_executed_in_the_United_States_in_2013.csv|List_of_tallest_buildings_in_New_Orleans.csv|",,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
72.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,Chinese_university_ranking_(Wu_Shulian).csv|
63.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
74.0,Chinese_university_ranking_(Wu_Shulian).csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|List_of_Internet_exchange_points_by_size.csv|,,List_of_Vedic_Individuals.csv|,,
91.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|,,List_of_Vedic_Individuals.csv|,,
57.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,Chinese_university_ranking_(Wu_Shulian).csv|
52.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_steals_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
98.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|,,List_of_Vedic_Individuals.csv|,,
58.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
72.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,Chinese_university_ranking_(Wu_Shulian).csv|
59.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|List_of_Internet_exchange_points_by_size.csv|,,List_of_Vedic_Individuals.csv|,,
72.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,Chinese_university_ranking_(Wu_Shulian).csv|
97.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|,,List_of_Vedic_Individuals.csv|,,
82.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
44.0,Újpest_FC_seasons.csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Council_Wars.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|Sailing_at_the_2012_Summer_Olympics_–_Men's_Laser_class_1.csv|2009_Star_World_Championships.csv|,List_of_National_Basketball_Association_players_with_most_assists_in_a_game_1.csv|,List_of_Vedic_Individuals.csv|,Council_Wars.csv|,
58.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
58.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
64.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
98.0,Újpest_FC_seasons.csv|Chinese_university_ranking_(Wu_Shulian).csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|,,List_of_Vedic_Individuals.csv|,,
51.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_HNK_Hajduk_Split_seasons.csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|List_of_VfL_Bochum_seasons.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
96.0,Chinese_university_ranking_(Wu_Shulian).csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|,,List_of_Vedic_Individuals.csv|,,
80.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
70.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Kentucky–Tennessee_rivalry_1.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
80.0,Chinese_university_ranking_(Wu_Shulian).csv|List_of_Florida_Panthers_players_1.csv|Biathlon_at_the_2010_Winter_Olympics_–_Women's_sprint.csv|Alpine_skiing_at_the_1956_Winter_Olympics_–_Men's_giant_slalom_1.csv|Biathlon_World_Championships_2011_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_individual.csv|Biathlon_World_Championships_2012_–_Women's_individual.csv|Biathlon_World_Championships_2012_–_Men's_sprint.csv|List_of_Vedic_Individuals.csv|2009_Star_World_Championships.csv|,,List_of_Vedic_Individuals.csv|,,
